id_oportunidade,valor_proposta,tempo_negociacao,produto,setor_cliente,tamanho_cliente,num_reunioes,conversa_inicial,conversa_final,status_final
OPP_0548,26495.08,31,ERP,Educação,Grande,7,Cliente satisfeito com o atendimento e condições comerciais.,Não houve retorno após múltiplos contatos.,0
OPP_0549,38843.6,11,Analytics,Serviços,Médio,8,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0550,26488.01,10,ERP,Serviços,Pequeno,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0551,42756.89,67,Analytics,Saúde,Médio,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0552,28043.44,14,CRM,Serviços,Pequeno,5,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0553,28485.96,80,Analytics,Serviços,Grande,9,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0554,43956.03,74,CRM,Indústria,Grande,6,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0555,20770.66,10,CRM,Varejo,Grande,9,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0556,7566.75,76,Analytics,Saúde,Pequeno,6,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0557,2410.35,1,ERP,Indústria,Médio,2,Cliente satisfeito com o atendimento e condições comerciais.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0558,38001.73,5,ERP,Varejo,Médio,5,"Conversas fluíram bem, cliente entusiasmado com o produto.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0559,31395.17,20,Infraestrutura,Indústria,Pequeno,9,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0560,35499.91,8,ERP,Indústria,Pequeno,8,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0561,11435.24,43,Infraestrutura,Serviços,Médio,7,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0562,7682.2,76,ERP,Varejo,Médio,1,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0563,1712.69,1,ERP,Saúde,Médio,4,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0564,18178.79,57,CRM,Saúde,Médio,7,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0565,29905.97,64,Infraestrutura,Varejo,Pequeno,7,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0566,20219.96,84,ERP,Serviços,Pequeno,6,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0567,22436.27,28,Infraestrutura,Educação,Grande,8,Cliente mencionou optar por concorrente.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0568,45303.78,37,CRM,Indústria,Médio,6,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0569,18064.52,47,CRM,Serviços,Grande,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0570,26185.48,76,Infraestrutura,Varejo,Pequeno,4,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0571,39399.0,37,CRM,Indústria,Pequeno,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente não respondeu após a proposta inicial.,0
OPP_0572,20430.6,49,Analytics,Saúde,Grande,1,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0573,31482.25,44,Analytics,Educação,Médio,5,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0574,43255.82,56,CRM,Saúde,Médio,1,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0575,47526.51,28,Analytics,Varejo,Médio,1,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0576,8206.6,79,ERP,Indústria,Médio,2,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0577,46402.79,6,Infraestrutura,Varejo,Grande,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Não houve retorno após múltiplos contatos.,0
OPP_0578,25113.7,61,ERP,Indústria,Grande,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente considerou o preço alto e desistiu.,0
OPP_0579,13653.98,20,Infraestrutura,Serviços,Pequeno,8,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0580,23497.65,78,CRM,Educação,Médio,3,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0581,49021.6,2,ERP,Serviços,Médio,1,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0582,25138.29,73,CRM,Serviços,Médio,3,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0583,17108.83,37,CRM,Varejo,Grande,3,Cliente mencionou optar por concorrente.,Não houve retorno após múltiplos contatos.,0
OPP_0584,32036.64,20,Infraestrutura,Educação,Médio,5,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0585,12767.14,26,Infraestrutura,Indústria,Grande,4,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0586,4717.3,29,Infraestrutura,Indústria,Médio,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0587,7315.11,1,ERP,Saúde,Médio,9,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0588,7274.25,35,Analytics,Indústria,Pequeno,7,Cliente mencionou optar por concorrente.,Não houve retorno após múltiplos contatos.,0
OPP_0589,8443.23,70,Infraestrutura,Varejo,Médio,4,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0590,7802.53,59,Infraestrutura,Serviços,Médio,3,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0591,32402.86,69,ERP,Serviços,Pequeno,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0592,9912.12,33,Infraestrutura,Serviços,Grande,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente mencionou optar por concorrente.,0
OPP_0593,17937.7,51,ERP,Educação,Grande,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0594,44942.63,78,CRM,Indústria,Médio,9,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0595,24224.12,12,Infraestrutura,Varejo,Grande,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0596,33710.33,20,Infraestrutura,Educação,Médio,4,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0597,9443.67,53,CRM,Saúde,Pequeno,5,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0598,10422.16,88,CRM,Varejo,Pequeno,6,Cliente mencionou optar por concorrente.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0599,3002.56,43,CRM,Varejo,Médio,3,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0600,9277.82,89,Infraestrutura,Varejo,Pequeno,8,Cliente satisfeito com o atendimento e condições comerciais.,Não houve retorno após múltiplos contatos.,0
OPP_0601,14650.93,50,Analytics,Serviços,Pequeno,4,"Conversas fluíram bem, cliente entusiasmado com o produto.",Não houve retorno após múltiplos contatos.,0
OPP_0602,9673.51,29,Analytics,Varejo,Médio,8,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0603,5346.42,57,Analytics,Indústria,Médio,3,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0604,6911.16,39,Infraestrutura,Varejo,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0605,23578.16,56,CRM,Serviços,Grande,9,Cliente satisfeito com o atendimento e condições comerciais.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0606,11110.35,43,Infraestrutura,Varejo,Grande,4,Cliente não respondeu após a proposta inicial.,Cliente considerou o preço alto e desistiu.,0
OPP_0607,18849.22,50,CRM,Saúde,Médio,8,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0608,25667.45,23,Infraestrutura,Saúde,Médio,3,Cliente mencionou optar por concorrente.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0609,34829.35,44,Infraestrutura,Serviços,Grande,7,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0610,2926.29,38,CRM,Indústria,Pequeno,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente não respondeu após a proposta inicial.,0
OPP_0611,40171.11,84,Analytics,Indústria,Grande,7,Cliente considerou o preço alto e desistiu.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0612,31767.12,23,CRM,Educação,Grande,6,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0613,5006.19,45,ERP,Serviços,Grande,2,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0614,43805.35,52,ERP,Varejo,Grande,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0615,46122.75,80,CRM,Serviços,Médio,6,Cliente mencionou optar por concorrente.,Cliente considerou o preço alto e desistiu.,0
OPP_0616,3992.82,50,Infraestrutura,Educação,Médio,4,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0617,14567.0,8,ERP,Serviços,Pequeno,6,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0618,40503.86,85,ERP,Serviços,Pequeno,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Não houve retorno após múltiplos contatos.,0
OPP_0619,37664.72,1,Infraestrutura,Educação,Pequeno,1,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0620,10041.53,8,Infraestrutura,Indústria,Pequeno,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0621,11258.12,29,Analytics,Varejo,Grande,8,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0622,19153.13,5,Infraestrutura,Educação,Médio,8,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0623,24741.63,86,CRM,Saúde,Médio,4,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente não respondeu após a proposta inicial.,0
OPP_0624,31294.48,47,CRM,Indústria,Pequeno,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0625,19076.77,34,Analytics,Saúde,Pequeno,8,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0626,23664.2,65,ERP,Indústria,Grande,7,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0627,37626.08,55,ERP,Varejo,Grande,7,Cliente mencionou optar por concorrente.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0628,2797.48,43,Infraestrutura,Varejo,Pequeno,4,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0629,13369.41,74,CRM,Serviços,Médio,9,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0630,35954.13,30,ERP,Saúde,Médio,6,Cliente satisfeito com o atendimento e condições comerciais.,Cliente não respondeu após a proposta inicial.,0
OPP_0631,44865.14,82,Analytics,Indústria,Médio,3,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0632,26072.19,17,Analytics,Varejo,Pequeno,5,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0633,27073.56,26,CRM,Educação,Médio,5,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0634,6251.43,8,Analytics,Varejo,Grande,5,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0635,22923.21,47,Analytics,Educação,Grande,8,Cliente satisfeito com o atendimento e condições comerciais.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0636,27098.25,76,CRM,Indústria,Pequeno,9,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0637,12881.05,72,Infraestrutura,Varejo,Grande,9,Cliente demonstrou interesse e pediu proposta detalhada.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0638,14192.92,89,Infraestrutura,Varejo,Pequeno,6,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0639,19486.92,46,Analytics,Indústria,Médio,6,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente não respondeu após a proposta inicial.,0
OPP_0640,1983.49,68,Infraestrutura,Varejo,Médio,9,Cliente mencionou optar por concorrente.,Cliente não respondeu após a proposta inicial.,0
OPP_0641,16781.88,33,Infraestrutura,Educação,Médio,4,Cliente considerou o preço alto e desistiu.,Cliente mencionou optar por concorrente.,0
OPP_0642,11360.95,1,Analytics,Varejo,Grande,6,Cliente não respondeu após a proposta inicial.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0643,17047.37,19,Infraestrutura,Saúde,Pequeno,4,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0644,6868.34,31,Analytics,Serviços,Médio,1,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0645,44635.84,80,ERP,Educação,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.","Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0646,30086.03,14,CRM,Saúde,Médio,6,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0647,34276.01,53,CRM,Indústria,Grande,9,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0648,39669.39,48,Infraestrutura,Educação,Grande,7,Cliente mencionou optar por concorrente.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0649,25423.67,69,Infraestrutura,Serviços,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0650,5259.09,62,Infraestrutura,Serviços,Grande,2,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0651,27318.22,66,CRM,Indústria,Grande,9,"Conversas fluíram bem, cliente entusiasmado com o produto.","Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0652,29755.21,64,ERP,Indústria,Pequeno,9,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0653,37526.53,70,ERP,Educação,Médio,6,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0654,22151.32,63,CRM,Varejo,Grande,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Não houve retorno após múltiplos contatos.,0
OPP_0655,7251.43,73,ERP,Indústria,Pequeno,1,Não houve retorno após múltiplos contatos.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0656,14905.02,33,CRM,Varejo,Grande,4,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0657,18791.03,41,ERP,Saúde,Grande,3,Não houve retorno após múltiplos contatos.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0658,32649.94,89,Analytics,Serviços,Grande,1,Não houve retorno após múltiplos contatos.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0659,28968.14,48,Analytics,Varejo,Grande,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0660,18448.74,13,CRM,Serviços,Pequeno,4,Não houve retorno após múltiplos contatos.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0661,49339.25,73,ERP,Varejo,Pequeno,8,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0662,30682.97,77,Infraestrutura,Saúde,Pequeno,9,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0663,12624.11,31,ERP,Indústria,Grande,3,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0664,5987.34,75,Analytics,Saúde,Grande,6,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0665,8490.1,68,Analytics,Indústria,Grande,5,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0666,13051.93,4,ERP,Indústria,Pequeno,6,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0667,8873.39,19,ERP,Serviços,Grande,4,Cliente considerou o preço alto e desistiu.,Não houve retorno após múltiplos contatos.,0
OPP_0668,10141.78,70,Infraestrutura,Saúde,Médio,6,Cliente considerou o preço alto e desistiu.,Não houve retorno após múltiplos contatos.,0
OPP_0669,14969.66,82,Infraestrutura,Varejo,Grande,7,Cliente demonstrou interesse e pediu proposta detalhada.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0670,9495.31,13,ERP,Saúde,Médio,9,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0671,44941.51,23,ERP,Serviços,Grande,7,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0672,4931.45,83,ERP,Indústria,Pequeno,6,Não houve retorno após múltiplos contatos.,Não houve retorno após múltiplos contatos.,0
OPP_0673,26701.06,75,ERP,Serviços,Grande,1,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente mencionou optar por concorrente.,0
OPP_0674,21109.44,1,CRM,Educação,Médio,2,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0675,49136.55,88,ERP,Educação,Médio,1,Cliente não respondeu após a proposta inicial.,Cliente não respondeu após a proposta inicial.,0
OPP_0676,6489.91,54,Infraestrutura,Varejo,Grande,9,Não houve retorno após múltiplos contatos.,Cliente não respondeu após a proposta inicial.,0
OPP_0677,20494.92,71,Analytics,Serviços,Médio,9,Cliente satisfeito com o atendimento e condições comerciais.,Cliente mencionou optar por concorrente.,0
OPP_0678,48504.05,89,CRM,Varejo,Médio,7,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0679,43409.85,85,ERP,Varejo,Pequeno,2,Cliente não respondeu após a proposta inicial.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0680,41036.53,15,Analytics,Educação,Grande,6,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0681,13637.24,65,CRM,Varejo,Grande,4,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0682,9373.49,76,Analytics,Educação,Grande,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente considerou o preço alto e desistiu.,0
OPP_0683,33763.52,71,ERP,Indústria,Médio,1,Não houve retorno após múltiplos contatos.,Cliente mencionou optar por concorrente.,0
OPP_0684,46539.42,15,ERP,Serviços,Grande,5,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0685,28281.38,21,Infraestrutura,Varejo,Grande,2,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0686,29009.02,19,ERP,Educação,Pequeno,4,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0687,14718.98,60,ERP,Saúde,Pequeno,1,Cliente mencionou optar por concorrente.,Cliente considerou o preço alto e desistiu.,0
OPP_0688,38705.15,89,CRM,Varejo,Pequeno,4,Cliente mencionou optar por concorrente.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0689,10165.14,33,Infraestrutura,Indústria,Médio,6,Cliente não respondeu após a proposta inicial.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0690,16860.28,49,CRM,Indústria,Grande,4,Cliente satisfeito com o atendimento e condições comerciais.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0691,21846.39,35,Analytics,Saúde,Pequeno,1,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente mencionou optar por concorrente.,0
OPP_0692,25872.91,44,ERP,Educação,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0693,12878.08,11,Analytics,Varejo,Pequeno,2,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente considerou o preço alto e desistiu.,0
OPP_0694,6627.0,72,CRM,Educação,Grande,9,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0695,30920.38,78,ERP,Indústria,Grande,3,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente considerou o preço alto e desistiu.,0
OPP_0696,15142.9,74,ERP,Educação,Grande,8,Cliente não respondeu após a proposta inicial.,Não houve retorno após múltiplos contatos.,0
OPP_0697,29480.67,66,CRM,Indústria,Médio,8,Cliente mencionou optar por concorrente.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0698,8563.77,46,CRM,Educação,Médio,3,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0699,24575.86,9,CRM,Saúde,Pequeno,4,Cliente não respondeu após a proposta inicial.,Cliente não respondeu após a proposta inicial.,0
OPP_0700,27096.88,3,CRM,Serviços,Grande,2,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente não respondeu após a proposta inicial.,0
OPP_0701,3539.35,85,CRM,Saúde,Pequeno,4,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0702,17493.61,26,ERP,Saúde,Grande,9,Cliente mencionou optar por concorrente.,Cliente considerou o preço alto e desistiu.,0
OPP_0703,7586.32,72,CRM,Serviços,Grande,2,Cliente considerou o preço alto e desistiu.,Cliente considerou o preço alto e desistiu.,0
OPP_0704,4105.37,48,ERP,Serviços,Grande,3,Não houve retorno após múltiplos contatos.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0705,49508.05,66,ERP,Varejo,Médio,4,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0706,16795.34,70,CRM,Varejo,Médio,5,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0707,40683.85,28,CRM,Saúde,Grande,1,Cliente considerou o preço alto e desistiu.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0708,13477.39,26,Infraestrutura,Saúde,Pequeno,7,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0709,34393.63,25,ERP,Indústria,Grande,7,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0710,38251.17,12,CRM,Indústria,Grande,9,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente considerou o preço alto e desistiu.,0
OPP_0711,30186.3,5,CRM,Varejo,Pequeno,4,Cliente demonstrou interesse e pediu proposta detalhada.,Não houve retorno após múltiplos contatos.,0
OPP_0712,24107.23,48,CRM,Varejo,Grande,6,Cliente não respondeu após a proposta inicial.,Cliente mencionou optar por concorrente.,0
OPP_0713,21180.2,37,Infraestrutura,Indústria,Pequeno,2,Cliente não respondeu após a proposta inicial.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0714,18094.55,79,Infraestrutura,Indústria,Médio,4,Cliente considerou o preço alto e desistiu.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0715,46546.93,44,Analytics,Educação,Médio,2,Cliente satisfeito com o atendimento e condições comerciais.,"Conversas fluíram bem, cliente entusiasmado com o produto.",0
OPP_0716,41700.35,15,ERP,Educação,Pequeno,5,Cliente satisfeito com o atendimento e condições comerciais.,Cliente mencionou optar por concorrente.,0
OPP_0717,48286.32,43,Analytics,Indústria,Médio,7,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0718,7090.56,48,CRM,Educação,Médio,1,Não houve retorno após múltiplos contatos.,Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0719,36812.51,87,Infraestrutura,Serviços,Pequeno,7,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente mencionou optar por concorrente.,0
OPP_0720,46978.68,70,Infraestrutura,Varejo,Médio,6,"Conversas fluíram bem, cliente entusiasmado com o produto.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0721,9880.42,46,Analytics,Varejo,Grande,6,Cliente satisfeito com o atendimento e condições comerciais.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0722,4258.32,43,Infraestrutura,Indústria,Grande,8,Cliente considerou o preço alto e desistiu.,Cliente satisfeito com o atendimento e condições comerciais.,1
OPP_0723,37314.91,21,CRM,Saúde,Pequeno,8,Cliente satisfeito com o atendimento e condições comerciais.,"Após a demonstração, o cliente confirmou intenção de compra.",1
OPP_0724,29149.18,23,Infraestrutura,Indústria,Médio,6,"Após a demonstração, o cliente confirmou intenção de compra.",Cliente demonstrou interesse e pediu proposta detalhada.,1
OPP_0725,42249.61,80,Analytics,Educação,Grande,3,"Após a demonstração, o cliente confirmou intenção de compra.",Não houve retorno após múltiplos contatos.,0
OPP_0726,7848.85,47,CRM,Saúde,Grande,5,Cliente satisfeito com o atendimento e condições comerciais.,Cliente mencionou optar por concorrente.,0
OPP_0727,39968.1,15,Analytics,Educação,Médio,2,Cliente considerou o preço alto e desistiu.,Cliente não respondeu após a proposta inicial.,0
OPP_0728,10879.74,25,Infraestrutura,Serviços,Médio,5,Cliente demonstrou interesse e pediu proposta detalhada.,Cliente satisfeito com o atendimento e condições comerciais.,1
